交通运输部关于做好公路养护工程招标投标工作进一步推动优化营商环境政策落实的通知	概括性措施	一、高度重视优化营商环境
(八)加速推进电子招标投标	描述性措施	地方各级交通运输主管部门要积极会同发展改革等有关部门，加快建设并运行包括交易平台、公共服务平台和行政监督平台在内的电子招投标系统，积极推行全过程电子招标投标，逐步实现在线发布招标公告、提供招标文件、提供招标答疑、提交投标保证金、提交投标文件、抽取评标专家、电子开标、电子评标、网上异议投诉、公示中标候选人、公告中标结果、发出中标通知书、提交履约保证金、签订合同等全部功能
(八)加速推进电子招标投标	描述性措施	要加强电子招标投标网络安全保障，注意防控相关风险
交通运输部关于做好公路养护工程招标投标工作进一步推动优化营商环境政策落实的通知	概括性措施	三、进一步加强公路养护工程履约管理
交通运输部关于做好公路养护工程招标投标工作进一步推动优化营商环境政策落实的通知	概括性措施	(一)全面披露合同履约信息
(一)全面披露合同履约信息	描述性措施	地方各级交通运输主管部门要督促招标人在合同签订后10日内，在发布招标公告的法定媒介或招标监督管理机构的网站，公开合同的关键性内容(包括项目名称、合同双方名称、合同价款、签约时间、合同期限)，并定期通过招标监督管理机构网站，及时公开包括项目重大变动、合同重大变更、主要人员变更、合同中止和解除、重大违约行为处理结果、交竣工验收、价款结算等在内的履约信息
交通运输部关于做好公路养护工程招标投标工作进一步推动优化营商环境政策落实的通知	概括性措施	(二)提高项目开工效率
(二)提高项目开工效率	描述性措施	地方各级交通运输主管部门要根据实际情况，商公安交管等部门简化开工前置条件，对于关系安全确需保留的工作手续，要合理压缩时限，确保合同签订后项目能够及时开工
交通运输部关于做好公路养护工程招标投标工作进一步推动优化营商环境政策落实的通知	概括性措施	(三)加强工程款支付监管
(三)加强工程款支付监管	描述性措施	地方各级交通运输主管部门要加强对工程款支付的履约监管，督促招标人按照合同约定及时支付合同款
交通运输部关于做好公路养护工程招标投标工作进一步推动优化营商环境政策落实的通知	概括性措施	四、进一步加强招标投标活动监管
交通运输部关于做好公路养护工程招标投标工作进一步推动优化营商环境政策落实的通知	概括性措施	(一)加强事中事后监管
(一)加强事中事后监管	描述性措施	各级交通运输主管部门要切实转变监管方式，强化建设单位主体责任，简化或取消事前审核或审批环节，加强事中事后监管
交通运输部关于做好公路养护工程招标投标工作进一步推动优化营商环境政策落实的通知	概括性措施	(二)建立健全信用管理体系
(二)建立健全信用管理体系	描述性措施	各级交通运输主管部门要积极推进公路养护从业单位及从业人员履约信用评价体系建设，逐步完善信用评价标准，严格信用评价机制，建立电子化信用档案
(二)建立健全信用管理体系	描述性措施	强化失信联合惩戒，对信用等级高的企业给予减免保证金等优惠措施
交通运输部关于做好公路养护工程招标投标工作进一步推动优化营商环境政策落实的通知	描述性措施	(一)各省级交通运输主管部门要高度重视公路养护工程招标投标营商环境优化工作，加强组织领导，落实责任机构和人员，明确工作措施和工作时限，周密安排部署，强化监督检查，确保各项要求落实到位
交通运输部关于做好公路养护工程招标投标工作进一步推动优化营商环境政策落实的通知	描述性措施	(二)各省级交通运输主管部门要根据本《通知》要求，结合实际，研究具体落实措施，及时跟进解读，准确传递政策导向，合理引导预期
交通运输部关于做好公路养护工程招标投标工作进一步推动优化营商环境政策落实的通知	描述性措施	(三)各省级交通运输主管部门要在2020年7月底前，向社会公布落实具体措施，完善公路养护工程招标投标营商环境投诉举报和回应制度，接受社会监督，及时纠正发现的问题
关于对本市部分环保行业实施用电支持政策的通知	描述性措施	一、2018年8月1日至2025年12月31日，对电动汽车集中式充换电设施、污水处理、港口岸电运营、海水淡化等执行两部制电价企业，免收需量(容量)电费
关于对本市部分环保行业实施用电支持政策的通知	描述性措施	二、执行上述电价政策的企业名单，由市相关政府行业管理部门确认提供，国网北京市电力公司应当依规执行
关于应对新冠肺炎疫情影响促进高校毕业生就业工作的若干措施	概括性措施	一、支持灵活就业
一、支持灵活就业	描述性措施	积极适应新就业形态和高校毕业生多元化就业需求，支持高校毕业生依托各类平台到服务预定、技术开发、内容付费等生产性、生活性服务业实现灵活就业
一、支持灵活就业	描述性措施	对2020年及以后毕业离校2年内初次就业为灵活就业的本市高校毕业生，给予最长不超过3年的灵活就业社会保险补贴
关于应对新冠肺炎疫情影响促进高校毕业生就业工作的若干措施	概括性措施	二、鼓励企业吸纳
二、鼓励企业吸纳	描述性措施	鼓励各类企业扩大招聘规模，国有企业带头开发更多适合高校毕业生的就业岗位
二、鼓励企业吸纳	描述性措施	企业招用毕业年度内本市高校毕业生，符合条件的给予最长不超过3年的社会保险补贴
二、鼓励企业吸纳	描述性措施	对2020年期间招用毕业年度内本市高校毕业生就业的中小微企业，给予以工代训补贴，补贴期限最长不超过6个月
二、鼓励企业吸纳	描述性措施	支持企业、高校、政府投资项目、科研项目设立就业见习岗位，对见习期未满与高校毕业生签订1年以上劳动合同的，给予见习单位剩余期限见习补贴，受理期限截止到2020年12月31日
关于应对新冠肺炎疫情影响促进高校毕业生就业工作的若干措施	概括性措施	三、拓宽就业渠道
三、拓宽就业渠道	描述性措施	充分挖掘事业单位岗位潜力，事业单位今明两年空缺岗位主要用于招聘本市高校毕业生，将2020年招聘高校毕业生岗位比例提高至80%
三、拓宽就业渠道	描述性措施	扩大基层就业规模，继续做好乡村教师特岗计划、乡村振兴协理员专项招聘工作，鼓励社区工作岗位、区属医疗卫生岗位面向高校毕业生招聘
三、拓宽就业渠道	描述性措施	提高大学生征集入伍比例，优先批准高校毕业生应征入伍
三、拓宽就业渠道	描述性措施	各高校、科研院所国家科研项目优先聘用高校毕业生担任科研助理或辅助人员
关于应对新冠肺炎疫情影响促进高校毕业生就业工作的若干措施	概括性措施	四、推动创新创业
四、推动创新创业	描述性措施	持续推动创新创业带动就业，落实工商登记、税费减免、成果转化等鼓励创新创业措施
四、推动创新创业	描述性措施	加强创业导师队伍建设，为高校毕业生开展创业教育和创业培训
四、推动创新创业	描述性措施	依托中关村创业大街、市级大学生创业园及高校分园等“一街三园多点”孵化载体，为评选出的“大学生优秀创业团队”免费提供2年场地支持和孵化服务
四、推动创新创业	描述性措施	拓展大学生创业板功能，引导多层次资本市场资源对接优质大学生创业企业
四、推动创新创业	描述性措施	深入开展大学生创新创业竞赛活动，营造创新创业良好氛围
关于应对新冠肺炎疫情影响促进高校毕业生就业工作的若干措施	概括性措施	五、提升就业能力
五、提升就业能力	描述性措施	加强就业观教育和求职技巧指导，挖掘一批优秀就业指导在线课程，制作一批针对性实效性强的就业指导作品，向毕业生推送
五、提升就业能力	描述性措施	引导职业院校和应用型本科高校与企业、职业培训机构合作，大力开展订单式培训、定向培训、定岗培训
五、提升就业能力	描述性措施	鼓励本市高校毕业生参加免费职业技能培训和创业培训
关于应对新冠肺炎疫情影响促进高校毕业生就业工作的若干措施	概括性措施	六、实施阶段举措
六、实施阶段举措	描述性措施	对中小学、幼儿园、中等职业学校教师资格和护士执业资格、渔业船员资格、执业兽医资格、演出经纪人员资格、专利代理师资格等职业资格实施“先上岗、再考证”阶段性措施，
关于应对新冠肺炎疫情影响促进高校毕业生就业工作的若干措施	概括性措施	七、开展精准帮扶
七、开展精准帮扶	描述性措施	做好本市离校未就业高校毕业生实名制登记，及时动态更新，及早摸清底数，了解就业需求，实施个性化就业服务
七、开展精准帮扶	描述性措施	对有就业意愿的困难家庭毕业生，实施“点对点、一对一”就业帮扶，通过就业见习、技能培训、创业扶持、岗位推荐等措施，确保有就业意愿的困难家庭毕业生100%实现就业帮扶
七、开展精准帮扶	描述性措施	组织开展面向湖北籍高校毕业生专项招聘活动，将湖北籍2020年北京地区高校毕业生纳入一次性求职创业补贴发放范围
关于应对新冠肺炎疫情影响促进高校毕业生就业工作的若干措施	概括性措施	八、优化就业服务
关于应对新冠肺炎疫情影响促进高校毕业生就业工作的若干措施	描述性措施	跟进做好就业服务，离校未就业毕业生可根据本人意愿，将户口、档案在学校保留2年或转入生源地公共就业人才服务机构，以应届毕业生身份参加用人单位考试、录用，落实工作单位后参照应届毕业生办理相关手续
关于应对新冠肺炎疫情影响促进高校毕业生就业工作的若干措施	描述性措施	积极推进“互联网+”服务，《就业报到证》实现全程网办，进一步做好网上招聘、网上指导、网上签约、网上申报补贴等就业服务
关于应对新冠肺炎疫情影响促进高校毕业生就业工作的若干措施	描述性措施	将留学归国人员、港澳台青年全面纳入公共就业人才服务体系，同等提供就业创业服务
关于开展个人存量商品房交易登记通过互联网办理有关事项的通知	概括性措施	为进一步优化我市营商环境，方便群众办事，北京市规划和自然资源委员会会同北京市住房和城乡建设委员会、国家税务总局北京市税务局对个人存量商品房交易登记(委托经纪机构成交)业务进行流程优化，实行告知承诺制，通过互联网办理
关于开展个人存量商品房交易登记通过互联网办理有关事项的通知	描述性措施	税务部门和登记部门并联进行审核，审核后将审核结果短信发送至申请人
关于开展个人存量商品房交易登记通过互联网办理有关事项的通知	概括性措施	(一)高度重视，提升站位
(一)高度重视，提升站位	描述性措施	各单位应充分认识此项工作对改善营商环境、方便群众办事、提高政府服务水平的重要意义，强化组织领导，压实部门责任，取得让群众看得见、用得上、得便利的效果
关于开展个人存量商品房交易登记通过互联网办理有关事项的通知	概括性措施	(二)部门协同，整体推进
(二)部门协同，整体推进	描述性措施	坚持以人民为中心，以保障信息安全为前提，充分利用部门间共享信息，持续精简材料、节约成本、压缩时间、提高效率，切实增强群众获得感
关于开展个人存量商品房交易登记通过互联网办理有关事项的通知	概括性措施	(三)加强监管，防范风险
(三)加强监管，防范风险	描述性措施	加强对经纪机构的管理，严格按照流程办理不动产交易登记业务，加强对买卖双方个人信息的保护和使用监管，落实经纪机构及从业人员信用管理制度规定，维护首都房产市场秩序
关于开展个人存量商品房交易登记通过互联网办理有关事项的通知	概括性措施	(四)广泛宣传，营造氛围
(四)广泛宣传，营造氛围	描述性措施	各单位要加强对工作人员的培训，确保准确掌握业务流程，为群众提供优质服务
(四)广泛宣传，营造氛围	描述性措施	要充分利用报纸、广播、电视和网络等新媒体加强宣传引导，及时回应关切，报纸让群众广泛知晓、充分理解、便于应用
关于开展应用医保电子凭证就医结算工作有关问题的通知	描述性措施	通过对本市医疗保障信息系统升级改造，实现实时联网读取基本医疗保险参保人员历史待遇信息，确保持社会保障卡(以下简称“社保卡”)就医结算流程不变，新增应用医保电子凭证就医结算，并逐步探索应用人脸识别技术就医结算，不断提升医保服务效能和水平
关于开展应用医保电子凭证就医结算工作有关问题的通知	描述性措施	同时，本市将逐步探索在试点医疗机构实现应用人脸识别技术，通过扫描人脸确认参保人员身份，进行就医结算
关于开展应用医保电子凭证就医结算工作有关问题的通知	概括性措施	(一)加强组织领导
(一)加强组织领导	描述性措施	市医保局负责全市医保电子凭证推广应用工作
(一)加强组织领导	描述性措施	各区医疗保障部门要充分认识推广应用医保电子凭证工作的重大意义，加强组织领导，集中人员力量，统筹谋划，精心部署，科学合理制定工作方案，加强与辖区内定点医疗机构的业务指导和信息沟通
(一)加强组织领导	描述性措施	各定点医疗机构要高度重视，周密组织，强化使命担当，夯实工作力量，高质量完成信息系统升级改造，并通过技术和业务验收
(一)加强组织领导	描述性措施	根据服务量做好扫码设备和结算窗口配置工作，确保医保电子凭证应用工作有序开展
关于开展应用医保电子凭证就医结算工作有关问题的通知	概括性措施	(二)严格把控进度
(二)严格把控进度	描述性措施	各区医疗保障部门、各定点医疗机构要按照要求，严格把控时限和进度，确保各项目标任务按时完成，进一步提升参保人员医保费用结算便利程度，增强参保人员获得感
关于开展应用医保电子凭证就医结算工作有关问题的通知	概括性措施	(三)保障基金安全
(三)保障基金安全	描述性措施	各定点医疗机构在参保人员就医时，应严格执行实名制就医等相关规定，对冒名就医等违反医疗保险规定的行为及时制止
(三)保障基金安全	描述性措施	各区医疗保障部门应进一步加强对辖区内定点医疗机构的管理，共同维护广大参保人员的合法权益，保障医保基金安全
关于开展应用医保电子凭证就医结算工作有关问题的通知	概括性措施	(四)积极宣传引导
(四)积极宣传引导	描述性措施	各区医疗保障部门、各定点医疗机构要按照统一部署，通过多种形式，加大线上线下宣传力度，广泛宣传医保电子凭证应用范围、使用方法，引导参保人员正确激活使用医保电子凭证，加速提升社会认知度，营造推广应用的良好社会氛围
关于推广应用北京市冷链食品追溯平台的通告	概括性措施	为落实新冠肺炎疫情防控要求，进一步加强进口冷链食品监管，本市建立了统一的"北京市冷链食品追溯平台"（以下简称"北京冷链"），已实现对进口冷藏冷冻肉类、水产品的追溯管理
关于推广应用北京市冷链食品追溯平台的通告	描述性措施	严格落实食品追溯主体责任，保证所经营的进口冷链食品全部实现追溯
关于推广应用北京市冷链食品追溯平台的通告	描述性措施	三、本市进口冷链食品生产经营单位应在"北京冷链"中完成主体用户注册，并自2020年11月1日起，使用"北京冷链"如实上传进口冷藏冷冻肉类、水产品来源、流向等追溯数据
关于推广应用北京市冷链食品追溯平台的通告	描述性措施	四、"北京冷链"实行"首站赋码"管理，即从京外采购进口冷藏冷冻肉类、水产品并运入北京的本市进口冷链食品生产经营单位作为首站，在"北京冷链"中上传相关产品品种、规格、批次、产地、检验检疫等追溯数据，并使用"北京冷链"按批次为相关产品进行电子追溯码赋码
关于推广应用北京市冷链食品追溯平台的通告	描述性措施	五、本市进口冷链食品生产经营单位应遵守"北京冷链"管理要求，确保上传数据真实有效、完整准确
关于推广应用北京市冷链食品追溯平台的通告	描述性措施	六、本市进口冷链食品生产经营单位在面向消费者进行销售时，应在进口冷藏冷冻肉类、水产品产品包装或货柜明显处加贴"北京冷链"电子追溯码
关于推广应用北京市冷链食品追溯平台的通告	描述性措施	七、本市相关政府部门将依据各自职责，督促引导本市进口冷链食品生产经营单位规范使用"北京冷链"，确保"北京冷链"有效运转
关于深入推进企业开办便利化深化企业开办一网通办的通知	描述性措施	坚持以习近平新时代中国特色社会主义思想为指导，深入贯彻落实习近平总书记关于不断完善市场化法制化国际化的营商环境的重要指示精神和党中央、国务院相关部署，结合首都功能定位，坚持问题导向、坚持首善标准，持续深化“放管服”改革，围绕提供优质公共服务精准发力，着力解决营商环境“最后一公里”问题，激发市场活力和社会创造力，构建更为便利的企业开办环境
关于深入推进企业开办便利化深化企业开办一网通办的通知	描述性措施	全面落实《北京市优化营商环境条例》要求，加快推进企业开办全面网上办理，完善北京市企业开办一网通办服务平台，实现全部企业开办事项在“e窗通”一站办理，对标国际一流企业开办水平，提高企业开办全程电子化水平及电子化成果的便捷应用程度，进一步提升企业开办的便利化水平
关于深入推进企业开办便利化深化企业开办一网通办的通知	描述性措施	深入推进市场主体登记告知承诺制，提高工作效率，申请人提交材料齐全的，有关政府部门即时办结，并根据需要一次性向申请人提供开展生产经营活动所需的营业执照、公章和票据
关于深入推进企业开办便利化深化企业开办一网通办的通知	描述性措施	企业开办实行一次申报、统一受理、统一反馈、一天免费办结
关于深入推进企业开办便利化深化企业开办一网通办的通知	概括性措施	一是一网通办再提升
一是一网通办再提升	描述性措施	提高“e窗通”集成服务效率，
一是一网通办再提升	描述性措施	推广微信小程序、移动端APP等多种在线一网通办方式
关于深入推进企业开办便利化深化企业开办一网通办的通知	概括性措施	二是身份认证再优化
二是身份认证再优化	描述性措施	支持多渠道身份认证，
二是身份认证再优化	描述性措施	逐步优化身份认证方式，实现更多渠道身份认证
关于深入推进企业开办便利化深化企业开办一网通办的通知	概括性措施	三是员工登记再简化
三是员工登记再简化	描述性措施	通过“e窗通”平台采集员工信息，
三是员工登记再简化	描述性措施	根据国家和本市社会保险费征收体制改革部署，企业职工各项社会保险费在企业开办后由税务部门统一征收
关于深入推进企业开办便利化深化企业开办一网通办的通知	概括性措施	四是开户服务再提速
四是开户服务再提速	描述性措施	推动商业银行使用电子营业执照作为企业身份凭证开设银行账户，企业免于提交纸质营业执照原件或复印件
关于深入推进企业开办便利化深化企业开办一网通办的通知	概括性措施	五是电子应用再拓展
五是电子应用再拓展	描述性措施	落实《北京市人民政府办公厅关于进一步做好电子营业执照推广应用工作的通知》要求，持续推进电子营业执等企业开办电子成果的应用，大力推广电子成果在商业银行、招投标、供电供水等公用企事业、网络交易等领域的应用
五是电子应用再拓展	描述性措施	在国家税务总局统筹安排下，结合北京实际情况，稳步推动、扩大增值税电子专用发票应用的覆盖范围
关于深入推进企业开办便利化深化企业开办一网通办的通知	概括性措施	(一)加强组织落实
(一)加强组织落实	描述性措施	各区相关部门应在属地政府领导下，将提升企业开办服务水平作为优化营商环境重点任务，依托区级企业开办专班，加强部门协同配合，强化信息互联共享，结合本地实际细化落实措施
关于深入推进企业开办便利化深化企业开办一网通办的通知	概括性措施	(二)加大宣传培训力度
(二)加大宣传培训力度	描述性措施	各区要加大企业开办“一网通办”政策宣传解读力度，让社会和群众感受到政策变化
(二)加大宣传培训力度	描述性措施	组织开展人员培训，加强基层窗口等与企业开办有关岗位人员业务培训，确保向办事人正确传达和解读政策
关于深入推进企业开办便利化深化企业开办一网通办的通知	概括性措施	(三)加强工作监督检查
(三)加强工作监督检查	描述性措施	市企业开办专班各部门将密切跟踪工作进展，加强数据分析工作，加大支持力度，指导督促各区抓好工作落实
关于进一步优化营商环境提升社会保险业务经办便利度有关事项的通知	概括性措施	三、对社会保险网上服务平台的功能进行优化，进一步提高服务效率和服务质量
关于进一步优化营商环境提升社会保险业务经办便利度有关事项的通知	概括性措施	2.取消经办机构前台审核工伤保险费率的环节
关于进一步优化营商环境提升社会保险业务经办便利度有关事项的通知	概括性措施	3.实现所有人员个人新参保登记“全程网上办”
关于进一步优化营商环境提升社会保险业务经办便利度有关事项的通知	概括性措施	4.就业登记和社保登记合并办理
关于进一步优化营商环境提升社会保险业务经办便利度有关事项的通知	概括性措施	5.北京市住房公积金信息登记纳入社会保险登记一并办理
关于进一步优化营商环境提升社会保险业务经办便利度有关事项的通知	概括性措施	6.各级社保经办机构服务大厅取消“法人一证通”办理窗口
6.各级社保经办机构服务大厅取消“法人一证通”办理窗口	描述性措施	不再要求企业办理“法人一证通”，积极推荐使用电子营业执照办理社保业务
北京住房公积金管理中心关于启用新版合同单据及进一步精简贷款办事材料有关事项的通知	描述性措施	一、启用《住房公积金个人住房贷款借款合同(2020版)》(以下简称《借款合同》，见附件1)、《住房公积金个人住房贷款借款申请表(2020版)》(见附件2)、《住房公积金个人住房贷款审核交接表(2020版)》(见附件3)以及《住房公积金个人住房贷款<不动产权证书>收证合同(2020版)》(见附件4)
北京住房公积金管理中心关于启用新版合同单据及进一步精简贷款办事材料有关事项的通知	描述性措施	三、借款人申请人属于失信被执行人的，不予受理其贷款申请
北京住房公积金管理中心关于启用新版合同单据及进一步精简贷款办事材料有关事项的通知	描述性措施	四、对于住房公积金个人住房贷款(不含组合贷款)，由北京市住房贷款担保中心(以下简称担保中心)负责落实抵押登记，抵押权人为管理中心
北京住房公积金管理中心关于启用新版合同单据及进一步精简贷款办事材料有关事项的通知	描述性措施	对于组合贷款，由受托办理贷款的商业银行负责落实抵押登记
北京住房公积金管理中心关于启用新版合同单据及进一步精简贷款办事材料有关事项的通知	描述性措施	受托银行应监督售房单位在借款合同保证人处签章，并将借款合同等贷款资料提交至贷款经办部门
北京住房公积金管理中心关于启用新版合同单据及进一步精简贷款办事材料有关事项的通知	描述性措施	贷款发放后，受托银行应将借款合同转交售房单位
北京住房公积金管理中心关于启用新版合同单据及进一步精简贷款办事材料有关事项的通知	描述性措施	在售房单位提供保证期间，如受托银行发现售房单位注册资本减少、经营状况恶化，或出现重要资产转移、被查封冻结、单位发生变更、撤销等担保能力降低或丧失的情形，应自发现之日起10个工作日内书面告知管理中心
北京住房公积金管理中心关于启用新版合同单据及进一步精简贷款办事材料有关事项的通知	描述性措施	经受托银行协调售房单位无法为贷款提供阶段性保证，应向贷款经办部门出具说明，由担保中心提供阶段性保证
北京住房公积金管理中心关于启用新版合同单据及进一步精简贷款办事材料有关事项的通知	描述性措施	五、贷款发放完成后，受托银行应在5个工作日内告知并确保借款人了解贷款发放日、还款日、最低还款额等还款信息，通知借款人领取借款合同等资料
北京市人力资源和社会保障局关于建立北京市专业技术人员职业资格与职称对应关系的通知	概括性措施	为全面深化职称制度改革，进一步推进“放管服”改革，减少人才重复评价、降低社会用人成本、优化营商环境,结合本市实际，经研究，现确定46项专业技术人员职业资格与职称的对应关系
北京市人力资源和社会保障局关于建立北京市专业技术人员职业资格与职称对应关系的通知	概括性措施	各区、各相关行业主管部门应高度重视，指导用人单位和相关职称评审委员会做好对应工作，不断优化专业技术人才发展环境，激发创新创造创业活力
北京市住房和城乡建设委员会关于进一步明确简易低风险工程建设项目施工期间质量安全监督检查工作的通知	描述性措施	三、本市简易低风险工程建设项目质量安全监督工作遵循属地监管原则，区级住房城乡建设行政主管部门负责本行政区域内简易低风险工程建设项目的质量安全监督工作
北京市住房和城乡建设委员会关于进一步明确简易低风险工程建设项目施工期间质量安全监督检查工作的通知	描述性措施	区级住房城乡建设行政主管部门设立的工程质量安全监督机构，具体负责开展施工过程中的质量安全监督检查工作
北京市住房和城乡建设委员会关于进一步明确简易低风险工程建设项目施工期间质量安全监督检查工作的通知	描述性措施	工程质量安全监督机构分别设立的，由质量监督机构牵头，安全监督机构配合，共同开展施工过程中质量安全检查
北京市住房和城乡建设委员会关于进一步明确简易低风险工程建设项目施工期间质量安全监督检查工作的通知	描述性措施	四、建设单位办理取得施工许可手续后，区级住房城乡建设主管部门或其所属的工程质量安全监督机构应当及时通过社会投资简易低风险工程“一站通”服务系统(以下简称“一站通”系统)等相关信息系统获取核实数据，将该简易低风险工程建设项目纳入工程质量安全监督范围，及时编制监督工作计划
北京市住房和城乡建设委员会关于进一步明确简易低风险工程建设项目施工期间质量安全监督检查工作的通知	描述性措施	五、工程质量安全监督机构应当按照“439号文”的有关规定，根据工程规模、性质、使用用途、地理位置敏感度、综合管理能力风险等因素，编制监督工作计划并实施差别化监督
北京市住房和城乡建设委员会关于进一步明确简易低风险工程建设项目施工期间质量安全监督检查工作的通知	描述性措施	六、对于简易低风险工程建设项目，工程质量安全监督机构应当取消质量安全首次工作交底会，在施工过程中仅开展1次监督检查，时间最长不超过一天
北京市住房和城乡建设委员会关于进一步明确简易低风险工程建设项目施工期间质量安全监督检查工作的通知	描述性措施	对于新建、改扩建项目宜在工程结构施工阶段开展监督检查，对于内部装修项目应当根据工程施工进度以及技术特点等情况开展监督检查
北京市住房和城乡建设委员会关于进一步明确简易低风险工程建设项目施工期间质量安全监督检查工作的通知	描述性措施	七、工程质量安全监督机构应当按照住房城乡建设部《房屋建筑和市政基础设施工程质量监督管理规定》《房屋建筑和市政基础设施工程施工安全监督规定》以及本市的有关规定，以抽查、抽测为主要方式实施简易低风险工程施工过程中的1次监督检查
北京市住房和城乡建设委员会关于进一步明确简易低风险工程建设项目施工期间质量安全监督检查工作的通知	描述性措施	八、工程质量安全监督机构应当委派2名及以上监督人员按照监督工作计划和实际需要，对简易低风险工程建设项目施工现场实施监督检查，形成《北京市建设工程质量安全监督检查情况表》(附件)并上传至“一站通”系统
北京市住房和城乡建设委员会关于进一步明确简易低风险工程建设项目施工期间质量安全监督检查工作的通知	描述性措施	九、工程质量安全监督机构发现工程质量安全责任主体等单位违反法律法规和工程建设强制性标准，或不履行法定质量责任和义务的，应当责令改正
北京市住房和城乡建设委员会关于进一步明确简易低风险工程建设项目施工期间质量安全监督检查工作的通知	描述性措施	对发现的违法违规行为或线索，依法实施行政处罚或移转相关责任部门查处
北京市住房和城乡建设委员会关于进一步明确简易低风险工程建设项目施工期间质量安全监督检查工作的通知	描述性措施	处罚的相关信息应当在住房城乡建设行政主管部门官方网站予以公示
北京市发展和改革委员会 北京市规划和自然资源委员会 北京市交通委员会 北京市水务局关于推进本市勘察设计、交通、水务等领域招标项目全流程电子化交易的通知	描述性措施	全市各行业、领域依法必须招标项目应当加快实现全流程电子化，推进招标采购与互联网深度融合，实现招标采购全流程公开透明、高效运行、竞争有序
北京市发展和改革委员会 北京市规划和自然资源委员会 北京市交通委员会 北京市水务局关于推进本市勘察设计、交通、水务等领域招标项目全流程电子化交易的通知	描述性措施	市公共资源综合交易系统为市、区勘察设计、交通、水务等领域依法必须招标项目提供服务，进一步精简办事流程，降低制度性交易成本，积极推动招标活动线下交易到线上交易的转变，努力实现“线上全公开、线下无交易”
北京市发展和改革委员会 北京市规划和自然资源委员会 北京市交通委员会 北京市水务局关于推进本市勘察设计、交通、水务等领域招标项目全流程电子化交易的通知	描述性措施	按照统一场所标准、统一交易流程、统一服务规范等要求，推进市公共资源综合交易系统在各区公共资源交易分平台全面部署和应用，实现市区互联互通、信息共享
