:START_ID,:END_ID,:TYPE,weight
1091,483,总结性措施,0.18840716533405316
483,3059,描述性措施,0.05892980309739487
483,47,描述性措施,0.03494189027042977
483,3146,描述性措施,0.09453547196622852
1786,578,总结性措施,0.054162575508557444
1786,758,总结性措施,0.010119436980311917
1786,2415,总结性措施,0.01245340179118243
2415,1834,描述性措施,0.07194560892461
1786,55,总结性措施,0.014463890135089063
55,1993,描述性措施,0.056616070700797605
1786,3447,总结性措施,0.012262783474355941
3447,3724,描述性措施,0.09888760446758806
1786,1279,总结性措施,0.010511702680500478
1786,1163,总结性措施,0.015773190966463364
1163,2043,描述性措施,0.05584384724945527
1163,3226,描述性措施,0.0476077806577108
1786,1766,总结性措施,0.014597968982400698
1786,960,总结性措施,0.017965043751643817
960,861,描述性措施,0.0821857195074828
1786,696,总结性措施,0.015419111897481502
1786,244,总结性措施,0.01233756832244214
244,2254,描述性措施,0.05607013669567795
244,198,描述性措施,0.06231192514787001
244,2125,描述性措施,0.07038839250717575
244,2591,描述性措施,0.05077498873779803
1786,337,总结性措施,0.04509723300154247
1786,672,总结性措施,0.008791589601087505
1786,455,总结性措施,0.030843938647516
455,379,描述性措施,0.046716961256641286
1786,3307,总结性措施,0.044220839213320526
1786,3352,总结性措施,0.016133605400901616
3352,196,描述性措施,0.04834010785551648
3352,2906,描述性措施,0.04987295987805957
1786,120,总结性措施,0.015340276402892022
120,3042,描述性措施,0.07188337256145934
1786,202,总结性措施,0.012741192185834279
202,3454,描述性措施,0.02246344127339871
1786,1603,总结性措施,0.01531634815313276
1786,242,总结性措施,0.011997965550798267
242,1829,描述性措施,0.042783653931404
242,562,描述性措施,0.04833943795069469
242,1762,描述性措施,0.051888781863697823
1786,2394,总结性措施,0.016839234171282337
2394,563,描述性措施,0.04796271227585661
2394,2614,描述性措施,0.02848591319617713
1786,1846,总结性措施,0.05950336635804786
1846,3619,描述性措施,0.02012348476455157
1846,2142,描述性措施,0.02310832511288624
1786,935,总结性措施,0.06989443638701892
1786,3467,总结性措施,0.01802966373509092
1786,2494,总结性措施,0.09931272486109662
1786,3367,总结性措施,0.139561359497133
1786,2038,总结性措施,0.013171196425598755
1786,1889,总结性措施,0.06237683020219901
1786,2685,总结性措施,0.05851447352560336
1786,3427,总结性措施,0.010719547985828349
3427,2417,描述性措施,0.08960919989335854
3230,1299,描述性措施,0.13397971401037947
3230,400,描述性措施,0.15857901827548404
3230,2573,描述性措施,0.0701852305035977
3230,1979,描述性措施,0.03080979371273062
3230,1572,总结性措施,0.040769343863331156
1572,3463,描述性措施,0.017279277347836876
1572,1336,描述性措施,0.02349006651549428
3230,3753,总结性措施,0.04836642505253563
3753,1872,描述性措施,0.015924960972719615
3753,2374,描述性措施,0.03244146407981602
3230,1783,总结性措施,0.07859645705386802
1783,2334,描述性措施,0.03002196300270876
1783,110,描述性措施,0.04857449405115925
3230,1807,总结性措施,0.051000345182041225
1807,932,描述性措施,0.051000345182041225
3230,1341,总结性措施,0.14081990509916117
1341,3400,描述性措施,0.104143965590406
1341,1190,描述性措施,0.03667593950875517
3230,1639,总结性措施,0.08110820347265524
1639,1060,描述性措施,0.08110820347265524
3230,1488,总结性措施,0.09102392356389195
1488,2821,描述性措施,0.03906898308602671
1488,2252,描述性措施,0.05195494047786524
3230,978,总结性措施,0.05831980939962642
978,2907,描述性措施,0.05831980939962642
86,240,总结性措施,0.04015639892989322
86,1079,总结性措施,0.015762795083953778
86,887,总结性措施,0.04847689742218127
887,1883,描述性措施,0.04847689742218127
86,1945,总结性措施,0.0938741915765884
1945,3385,描述性措施,0.0938741915765884
86,3680,总结性措施,0.06970575099412965
3680,881,描述性措施,0.02400991273554246
3680,610,描述性措施,0.04569583825858718
86,824,总结性措施,0.0
824,2214,描述性措施,0.12179015070610492
86,2640,总结性措施,0.039497471295496654
2640,2748,描述性措施,0.039497471295496654
86,71,总结性措施,0.08753017207639188
71,2703,描述性措施,0.08753017207639188
86,609,总结性措施,0.017566055874032097
86,3469,总结性措施,0.061349331651449596
3469,1147,描述性措施,0.061349331651449596
86,1530,总结性措施,0.043210141591919195
1530,2313,描述性措施,0.043210141591919195
86,2817,总结性措施,0.04491382897955602
2817,3153,描述性措施,0.04491382897955602
86,1980,总结性措施,0.020893120956752307
86,2942,总结性措施,0.0
2942,1001,描述性措施,0.05859343293084616
86,640,总结性措施,0.07067789448259999
640,1526,描述性措施,0.07067789448259999
86,1198,总结性措施,0.0204183636632854
86,3390,总结性措施,0.07828229930648607
3390,465,描述性措施,0.03746969979495939
86,1052,总结性措施,0.05691935934722265
86,2771,总结性措施,0.1089376117452434
86,2883,总结性措施,0.0934346046387852
86,2187,总结性措施,0.007433792270788986
86,3696,总结性措施,0.07800015762778593
3696,3347,描述性措施,0.07800015762778593
86,1143,总结性措施,0.053870007493567754
1143,854,描述性措施,0.053870007493567754
86,3589,总结性措施,0.0708893155904766
3589,835,描述性措施,0.0708893155904766
627,1514,描述性措施,0.0496739417820139
627,2730,描述性措施,0.02748013549554149
627,2270,描述性措施,0.019586374717699664
627,2839,描述性措施,0.05876991730565799
2565,3452,总结性措施,0.03963651577362058
2565,386,总结性措施,0.021504749150998627
2565,1191,总结性措施,0.03360411313758146
2565,2929,总结性措施,0.028553924261881816
2565,3406,总结性措施,0.036551211519065936
2565,929,总结性措施,0.04310501240161987
929,2804,描述性措施,0.04310501240161987
546,1439,总结性措施,0.07706480430313885
546,2679,描述性措施,0.06409350742936017
546,2343,描述性措施,0.07122530785597166
1250,1734,总结性措施,0.14743916472689136
1734,1740,描述性措施,0.06615559276075902
1734,2782,描述性措施,0.08128357196613234
1250,2289,总结性措施,0.19125412857305046
2289,2755,描述性措施,0.05727261972851038
2289,2683,描述性措施,0.06428529084317997
2289,1220,描述性措施,0.06969621800136011
1250,3746,总结性措施,0.44829005386607124
3746,2934,描述性措施,0.047115346012318496
3746,387,描述性措施,0.07137164655297171
3746,1597,描述性措施,0.09113192931445044
3746,453,描述性措施,0.03083439065307736
3746,1577,描述性措施,0.20783674133325322
1250,258,总结性措施,0.024386440842706962
258,632,描述性措施,0.024386440842706962
1250,1489,描述性措施,0.10928606828264899
1250,2260,总结性措施,0.49161899818007065
2260,3019,描述性措施,0.05319705392525721
2260,1996,描述性措施,0.03654499722452132
2260,3735,描述性措施,0.08014876208934561
2260,3327,描述性措施,0.04286438323983512
2260,549,描述性措施,0.022418497761168773
2260,747,描述性措施,0.058938691625509944
2260,2487,描述性措施,0.10737190011368977
2260,3070,描述性措施,0.0901347122007429
1250,1145,总结性措施,0.21904251147169632
1145,1690,描述性措施,0.060098740028387485
1145,2578,描述性措施,0.11197610389846512
1145,1493,描述性措施,0.046967667544843716
1250,2729,总结性措施,0.487655400213112
2729,3610,描述性措施,0.20277560178746898
2729,1711,描述性措施,0.07350878069132913
2729,2716,描述性措施,0.10348844713427519
2729,1002,描述性措施,0.09336723261284942
2729,2134,描述性措施,0.014515337987189314
1025,490,总结性措施,0.04409813433384298
1025,1332,总结性措施,0.004763661931020549
1025,3308,总结性措施,0.09146553065465873
3308,3632,描述性措施,0.06265008405782335
1025,3544,总结性措施,0.015497198620772042
3308,1584,描述性措施,0.02881544659683539
1025,1284,总结性措施,0.2326238408204038
1284,3393,描述性措施,0.041507764872302406
1284,1252,描述性措施,0.14613974147623432
1284,692,描述性措施,0.0266245291245965
1284,605,描述性措施,0.018351805347270593
1025,3581,总结性措施,0.07972295011105741
3581,2870,描述性措施,0.05902121570934841
3581,417,描述性措施,0.020701734401709002
1025,1245,总结性措施,0.08901305152194204
1245,2808,描述性措施,0.05914349964120742
1245,3741,描述性措施,0.029869551880734615
3697,2890,描述性措施,0.05932831484827225
3697,2984,描述性措施,0.029166419223584223
3697,370,描述性措施,0.06433062216618232
3697,2055,描述性措施,0.03549367124462958
3697,1674,描述性措施,0.07254023701591186
3697,1977,描述性措施,0.04239793955411994
3697,59,描述性措施,0.09194656424695799
3697,1843,描述性措施,0.054965896342816366
3697,1086,描述性措施,0.08608717349102078
2195,3305,总结性措施,0.042202011801910425
2195,3431,总结性措施,0.05669497673848385
2195,1536,总结性措施,0.17203428995000614
1536,3342,描述性措施,0.1069363317039338
1536,2851,描述性措施,0.03844700056741943
1536,1543,描述性措施,0.026650957678652918
2195,2188,总结性措施,0.010494722984526276
2195,3290,描述性措施,0.0931876505696267
2195,603,描述性措施,0.034848949094150074
2195,1363,描述性措施,0.11228649908622704
2195,1817,总结性措施,0.23044282407767183
1817,2737,描述性措施,0.0951745936763625
1817,2862,描述性措施,0.019062194386189113
1817,1519,描述性措施,0.11620603601512021
2195,3645,总结性措施,0.03077951940441923
2195,2992,总结性措施,0.025607278045588402
1554,424,描述性措施,0.057302587188059924
1554,1497,描述性措施,0.0727045777550098
1554,1675,描述性措施,0.049426323448347846
1554,1481,描述性措施,0.021534737370038057
1554,3258,描述性措施,0.03240588987373629
1554,1867,描述性措施,0.029341818895464993
473,798,描述性措施,0.0476927861860457
473,1794,描述性措施,0.06200622634425343
820,957,总结性措施,0.08646726651179404
820,1768,总结性措施,0.06425371804836053
2375,2108,总结性措施,0.18367179143943468
2375,3620,描述性措施,0.11334458553109168
2375,1149,描述性措施,0.08076352868760561
2375,3094,描述性措施,0.044612566478928445
2375,1693,描述性措施,0.03565192083604367
2375,3583,描述性措施,0.06197101991407993
2375,2459,描述性措施,0.035493221037880954
2375,3612,描述性措施,0.04701313231611408
2375,3218,描述性措施,0.09743475340873181
2375,482,总结性措施,0.3008276042769317
482,3587,描述性措施,0.02275859398197039
482,1909,描述性措施,0.049514929103086615
482,1994,描述性措施,0.05388845993825852
482,2441,描述性措施,0.054404210350120705
482,1802,描述性措施,0.02302107665875994
482,3267,描述性措施,0.016706951685716422
482,3304,描述性措施,0.04421280897260577
482,990,描述性措施,0.03632057358641336
2375,169,总结性措施,0.324949041790335
169,2863,描述性措施,0.05135234009616048
169,3362,描述性措施,0.10532749838164769
169,1271,描述性措施,0.07162963914794279
169,3683,描述性措施,0.04006278506780347
169,2449,描述性措施,0.013811047028840884
169,2101,描述性措施,0.04276573206793968
2375,3635,总结性措施,0.351766252548793
3635,1971,描述性措施,0.0494210721395365
3635,1974,描述性措施,0.05100954273278926
3635,660,描述性措施,0.07718901933758361
3635,2336,描述性措施,0.07546235832337156
3635,1560,描述性措施,0.04856111381571849
3635,2845,描述性措施,0.05012314619979359
2375,213,总结性措施,0.2530827173724132
213,266,描述性措施,0.03487685995412217
213,3111,描述性措施,0.049003480684230744
213,446,描述性措施,0.015916977891298867
213,2072,描述性措施,0.041758978201253134
213,3297,描述性措施,0.0451643355457982
213,3376,描述性措施,0.06636208509571011
2375,3748,总结性措施,0.28927077052250394
3748,1589,描述性措施,0.024993325963540123
3748,62,描述性措施,0.08179826109803506
3748,1012,描述性措施,0.04437166975473724
3748,1773,描述性措施,0.06013191976439963
3748,179,描述性措施,0.07797559394179186
2375,331,总结性措施,0.3058891194519764
331,948,描述性措施,0.022617961990402786
331,3071,描述性措施,0.07198554046927945
331,2052,描述性措施,0.04760207896589102
331,1151,描述性措施,0.09090453354409214
331,942,描述性措施,0.021136917154979246
331,1344,描述性措施,0.02959239855077911
331,783,描述性措施,0.022049688776552657
2375,358,总结性措施,0.17222254756031277
358,1020,描述性措施,0.044795736310367644
358,2610,描述性措施,0.041777864715126796
358,2557,描述性措施,0.04302326693574317
358,26,描述性措施,0.04262567959907516
2375,3460,总结性措施,0.20812349886494547
3460,3375,描述性措施,0.028974678072952325
3460,3703,描述性措施,0.0407255912407815
3460,3261,描述性措施,0.02649256202660148
3460,2265,描述性措施,0.058352596154578114
3460,1418,描述性措施,0.05357807137003205
2375,2308,总结性措施,0.23258218108737005
2308,3165,描述性措施,0.03126336639720887
2308,639,描述性措施,0.05786161761114161
2308,3487,描述性措施,0.10074635921268343
2308,1150,描述性措施,0.04271083786633613
2375,1196,总结性措施,0.5116215002215062
1196,2978,描述性措施,0.06074093602312959
1196,2800,描述性措施,0.05460237060920782
1196,1358,描述性措施,0.02458671821724299
1196,2192,描述性措施,0.028145167399186273
1196,553,描述性措施,0.05676821371200141
1196,1857,描述性措施,0.018114337150756468
1196,3511,描述性措施,0.07379100922695157
1196,137,描述性措施,0.05517819722220687
1196,1356,描述性措施,0.05495394815965821
1196,812,描述性措施,0.08474060250116505
2375,2062,总结性措施,0.3489317269860579
2062,708,描述性措施,0.027590200274146045
2062,3752,描述性措施,0.05299493921835957
2062,1119,描述性措施,0.08443034283762013
2062,1429,描述性措施,0.04775075388888041
2062,1986,描述性措施,0.022834424324969956
2062,3729,描述性措施,0.11333106644208177
2375,2544,总结性措施,0.2276499826403711
2544,3684,描述性措施,0.06430139350945968
2544,3205,描述性措施,0.054104009716985306
2544,3083,描述性措施,0.06092812543038272
2544,808,描述性措施,0.048316453983543374
2375,3424,总结性措施,0.140244784387156
3424,407,描述性措施,0.140244784387156
2375,3152,总结性措施,0.13681213557923005
3152,1769,描述性措施,0.059512996019536336
3152,2483,描述性措施,0.07729913955969371
2375,3465,总结性措施,0.15808796108099907
3465,66,描述性措施,0.061663194261555504
3465,1729,描述性措施,0.03254036401307047
3465,304,描述性措施,0.06388440280637309
2375,3432,总结性措施,0.10208827849046594
3432,68,描述性措施,0.07555335163279821
3432,1305,描述性措施,0.026534926857667725
1982,2490,总结性措施,0.016754479186489073
1982,3112,总结性措施,0.05102770156778908
1982,1930,总结性措施,0.019847170235494076
1029,1918,总结性措施,0.09290521778804195
2452,254,描述性措施,0.11657617063025663
2452,2891,描述性措施,0.07486036159238077
2452,987,描述性措施,0.08258422476612347
2452,2750,描述性措施,0.16557975487692372
2452,735,描述性措施,0.08645632982498845
2452,2665,描述性措施,0.09940673605198906
2452,2693,描述性措施,0.08107694649626404
2452,995,描述性措施,0.0927357152605367
2452,1066,描述性措施,0.14264754315109748
2452,114,描述性措施,0.08880408097392455
2452,2286,描述性措施,0.026490284475547705
2452,675,描述性措施,0.024954566742516584
836,1453,描述性措施,0.08894525617867236
836,1984,描述性措施,0.14239726887571338
836,1848,描述性措施,0.1047432514845371
836,2033,描述性措施,0.11144364006046317
836,1128,描述性措施,0.03352407676525524
836,3571,总结性措施,0.2665109262708784
3571,1874,描述性措施,0.219809066368065
3571,1969,描述性措施,0.04670185990281343
836,17,总结性措施,0.18039020303531486
17,2435,描述性措施,0.07577801106737622
17,1048,描述性措施,0.07475984222307083
17,309,描述性措施,0.029852349744867824
836,3239,总结性措施,0.06591327499073174
3239,1259,描述性措施,0.06591327499073174
3061,628,描述性措施,0.05663007943958693
3061,2775,描述性措施,0.10146086611184985
3061,3660,描述性措施,0.030817600064305378
3061,1087,描述性措施,0.09241683081232041
2609,1139,描述性措施,0.16369402423227816
2609,2810,描述性措施,0.08835925167739198
2609,999,描述性措施,0.05323869260503472
2609,3333,描述性措施,0.04439916456319691
449,112,描述性措施,0.06583718417488736
449,3134,描述性措施,0.03416318331704472
449,326,描述性措施,0.04648145749540327
449,2700,描述性措施,0.09075023540407162
449,177,描述性措施,0.11590238611440228
449,2731,描述性措施,0.08136964946752241
2947,1080,总结性措施,0.08846355943817776
2947,2581,总结性措施,0.1153355139506909
2947,1366,描述性措施,0.07530753671127066
2947,1725,描述性措施,0.0555457447348771
2947,2667,描述性措施,0.06724150882940327
2947,2439,描述性措施,0.06909594528725123
2947,936,描述性措施,0.08562645969869655
2947,82,描述性措施,0.0673681488856177
1235,295,总结性措施,0.13958568605491617
1235,1985,描述性措施,0.04128842288313701
1235,1615,描述性措施,0.03315561089975501
1235,2642,描述性措施,0.06349829564387281
1235,934,描述性措施,0.059586878965709036
1235,570,描述性措施,0.028733852518559474
1235,2537,描述性措施,0.01986079128101754
1235,3524,描述性措施,0.03877985877664303
1235,2166,描述性措施,0.03386174855181992
1235,3545,描述性措施,0.07086717798381112
1235,958,描述性措施,0.07792101665534432
1235,796,描述性措施,0.038901441468601174
1235,2766,描述性措施,0.04210760727743788
1235,3491,描述性措施,0.0841748578323521
1235,2511,描述性措施,0.07585741838798998
1235,705,描述性措施,0.07537173249608478
1235,2460,描述性措施,0.09555193853236311
1235,1635,描述性措施,0.031735651842547306
1235,840,描述性措施,0.024274920451757213
1235,3340,描述性措施,0.039670233905044525
1235,2858,描述性措施,0.03879808739094707
2668,2034,描述性措施,0.06391883441796317
777,2272,描述性措施,0.07224104098541163
777,2801,描述性措施,0.07679146488316421
777,311,描述性措施,0.013126674566026631
777,3415,描述性措施,0.024618434644231146
777,2633,描述性措施,0.01735492908088571
777,1797,描述性措施,0.038152132694716547
777,3470,描述性措施,0.04305983473801154
777,155,描述性措施,0.027840910205051417
777,2835,总结性措施,0.21116730106066736
2835,3726,描述性措施,0.146475884522213
2835,90,描述性措施,0.06469141653845437
777,1787,总结性措施,0.13873640290708442
1787,621,描述性措施,0.060596469910455114
1787,54,描述性措施,0.07813993299662932
777,2133,总结性措施,0.3452757824657797
2133,24,描述性措施,0.08727696779485437
2133,1337,描述性措施,0.028619156767787153
2133,372,描述性措施,0.0500714031320796
2133,514,描述性措施,0.09052609023689452
2133,2403,描述性措施,0.08878216453416408
777,2405,总结性措施,0.23703508093602155
2405,22,描述性措施,0.054846700287156026
2405,3500,描述性措施,0.09180908182252598
2405,3072,描述性措施,0.09037929882633954
777,3213,总结性措施,0.06893445153593156
3213,430,描述性措施,0.05321099106339085
777,1213,总结性措施,0.22472449709110748
1213,1016,描述性措施,0.1769388502599353
1213,1379,描述性措施,0.047785646831172174
777,2120,总结性措施,0.16361268291058384
2120,2231,描述性措施,0.07391570597948385
2120,3617,描述性措施,0.04533822964546707
2120,1748,描述性措施,0.044358747285632924
1171,2894,描述性措施,0.04987817066669679
1171,1407,描述性措施,0.053085320632029566
1171,2400,描述性措施,0.03525891400248169
2401,614,总结性措施,0.02677942280737927
2401,3223,总结性措施,0.020733569980335348
2401,3420,总结性措施,0.02018568697246603
2401,2040,总结性措施,0.05072447733453596
2040,1727,描述性措施,0.05072447733453596
2401,100,总结性措施,0.02167112287085816
2401,3667,总结性措施,0.10162276941265304
3667,2601,描述性措施,0.05960776481430313
3667,307,描述性措施,0.0420150045983499
2401,2566,总结性措施,0.14577187150601598
2566,348,描述性措施,0.07340655011335086
2566,3252,描述性措施,0.0723653213926651
2401,176,总结性措施,0.12824675197513274
176,1609,描述性措施,0.06678134817956242
176,1632,描述性措施,0.06146540379557032
2401,2352,总结性措施,0.022471658506197853
2401,2830,总结性措施,0.16483419601112095
2830,3714,描述性措施,0.08210698839787549
2830,3386,描述性措施,0.08272720761324547
2401,1170,总结性措施,0.08521990234312346
1170,2498,描述性措施,0.04069419067139042
1170,3246,描述性措施,0.04452571167173304
2401,2516,总结性措施,0.15562811452282774
2516,395,描述性措施,0.07169116017040698
2516,939,描述性措施,0.031202152928545796
2516,296,描述性措施,0.05273480142387496
2401,517,总结性措施,0.05002057630207778
517,292,描述性措施,0.05002057630207778
2401,3240,总结性措施,0.0231232158949827
